year,rating,primaryTitle,imdbid,isAdult,runtimeMinutes,genres,averageRating,numVotes,titleType,genres_labels
2024,3,Moana 2,13622970,0,100,"Adventure,Animation,Comedy",6.5,111968.0,movie,"['Adventure', 'Animation', 'Comedy']"
2024,3,Turtles All the Way Down,7737224,0,111,"Drama,Mystery,Romance",6.6,7672.0,movie,"['Drama', 'Mystery', 'Romance']"
2024,3,The Beekeeper,15314262,0,105,"Action,Crime,Thriller",6.3,164158.0,movie,"['Action', 'Crime', 'Thriller']"
2024,3,Argylle,15009428,0,139,"Action,Comedy,Thriller",5.6,94755.0,movie,"['Action', 'Comedy', 'Thriller']"
2024,3,Mean Girls,11762114,0,112,"Comedy,Musical",5.5,38023.0,movie,"['Comedy', 'Musical']"
2024,3,Lisa Frankenstein,21188080,0,101,"Comedy,Horror,Romance",6.1,29048.0,movie,"['Comedy', 'Horror', 'Romance']"
2024,3,Dune: Part Two,15239678,0,166,"Action,Adventure,Drama",8.5,649653.0,movie,"['Action', 'Adventure', 'Drama']"
2024,3,Megamind vs. The Doom Syndicate,31122323,0,83,"Action,Adventure,Animation",2.5,5779.0,movie,"['Action', 'Adventure', 'Animation']"
2024,1,Cabrini,14351082,0,142,"Biography,Drama",7.3,9176.0,movie,"['Biography', 'Drama']"
2024,3,Kung Fu Panda 4,21692408,0,94,"Action,Adventure,Animation",6.3,71385.0,movie,"['Action', 'Adventure', 'Animation']"
2024,3,Love Lies Bleeding,19637052,0,104,"Crime,Drama,Mystery",6.6,59178.0,movie,"['Crime', 'Drama', 'Mystery']"
2024,3,Damsel,13452446,0,110,"Action,Adventure,Fantasy",6.1,112103.0,movie,"['Action', 'Adventure', 'Fantasy']"
2024,3,Ghostbusters: Frozen Empire,21235248,0,115,"Adventure,Comedy,Fantasy",6.1,96580.0,movie,"['Adventure', 'Comedy', 'Fantasy']"
2024,3,Road House,3359350,0,121,"Action,Drama,Thriller",6.2,171857.0,movie,"['Action', 'Drama', 'Thriller']"
2024,3,Godzilla x Kong: The New Empire,14539740,0,115,"Action,Adventure,Fantasy",6.0,125426.0,movie,"['Action', 'Adventure', 'Fantasy']"
2024,3,Drive-Away Dolls,19356262,0,84,"Action,Comedy,Thriller",5.4,24638.0,movie,"['Action', 'Comedy', 'Thriller']"
2024,1,Imaginary,26658104,0,104,"Horror,Mystery,Thriller",4.7,17819.0,movie,"['Horror', 'Mystery', 'Thriller']"
2024,3,Lady Parts,21423506,0,\N,Comedy,8.4,19.0,movie,['Comedy']
2024,3,Tarot,14088510,0,92,Horror,4.8,33259.0,movie,['Horror']
2024,1,Kingdom of the Planet of the Apes,11389872,0,145,"Action,Adventure,Drama",6.8,156178.0,movie,"['Action', 'Adventure', 'Drama']"
2024,3,Babes,21276958,0,104,Comedy,6.3,6650.0,movie,['Comedy']
2024,3,Nugget Is Dead: A Christmas Story,32424777,0,87,"Comedy,Drama",5.1,449.0,movie,"['Comedy', 'Drama']"
2024,2,Challengers,16426418,0,131,"Comedy,Drama,Romance",7.0,160585.0,movie,"['Comedy', 'Drama', 'Romance']"
2024,3,Furiosa: A Mad Max Saga,12037194,0,148,"Action,Adventure,Sci-Fi",7.5,294802.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
2024,3,Monkey Man,9214772,0,121,"Action,Crime,Thriller",6.8,94328.0,movie,"['Action', 'Crime', 'Thriller']"
2024,1,Dunki,15428134,0,160,"Action,Adventure,Comedy",6.5,82379.0,movie,"['Action', 'Adventure', 'Comedy']"
2024,3,Shaitaan,27744786,0,132,"Drama,Horror,Thriller",6.5,55057.0,movie,"['Drama', 'Horror', 'Thriller']"
2024,3,Inside Out 2,22022452,0,96,"Adventure,Animation,Comedy",7.5,225482.0,movie,"['Adventure', 'Animation', 'Comedy']"
2024,3,Bad Boys: Ride or Die,4919268,0,115,"Action,Adventure,Comedy",6.5,103699.0,movie,"['Action', 'Adventure', 'Comedy']"
2024,0,The Ministry of Ungentlemanly Warfare,5177120,0,122,"Action,Comedy,War",6.8,140860.0,movie,"['Action', 'Comedy', 'War']"
2024,1,Winnie-the-Pooh: Blood and Honey 2,23330554,0,93,"Horror,Thriller",4.6,11920.0,movie,"['Horror', 'Thriller']"
2024,3,Kinds of Kindness,22408160,0,164,"Comedy,Drama,Horror",6.5,61907.0,movie,"['Comedy', 'Drama', 'Horror']"
2024,3,The Watchers,26736843,0,102,"Fantasy,Horror,Mystery",5.7,59526.0,movie,"['Fantasy', 'Horror', 'Mystery']"
2024,1,The Bikeriders,21454134,0,116,"Crime,Drama",6.6,70606.0,movie,"['Crime', 'Drama']"
2024,1,Kalki 2898 AD,12735488,0,180,"Action,Adventure,Drama",7.0,69006.0,movie,"['Action', 'Adventure', 'Drama']"
2024,3,Am I OK?,11225626,0,86,"Comedy,Drama,Romance",6.1,11990.0,movie,"['Comedy', 'Drama', 'Romance']"
2024,3,MaXXXine,22048412,0,103,"Crime,Horror",6.2,75210.0,movie,"['Crime', 'Horror']"
2024,3,Fly Me to the Moon,1896747,0,132,"Comedy,Romance",6.6,52812.0,movie,"['Comedy', 'Romance']"
2024,3,Descendants: The Rise of Red,20202136,0,91,"Action,Adventure,Family",4.7,7397.0,movie,"['Action', 'Adventure', 'Family']"
2024,3,The Fall Guy,1684562,0,126,"Action,Comedy,Drama",6.8,229657.0,movie,"['Action', 'Comedy', 'Drama']"
2024,3,Ullozhukku,32537777,0,123,Drama,7.6,1947.0,movie,['Drama']
2024,3,Twisters,12584954,0,122,"Action,Adventure,Thriller",6.5,178562.0,movie,"['Action', 'Adventure', 'Thriller']"
2024,1,Deadpool & Wolverine,6263850,0,128,"Action,Adventure,Comedy",7.5,513473.0,movie,"['Action', 'Adventure', 'Comedy']"
2024,1,A Quiet Place: Day One,13433802,0,99,"Drama,Horror,Sci-Fi",6.3,156910.0,movie,"['Drama', 'Horror', 'Sci-Fi']"
2024,3,The Hopeful,9357860,0,90,Drama,6.5,83.0,movie,['Drama']
2024,3,It Ends with Us,10655524,0,130,"Drama,Romance",6.3,89884.0,movie,"['Drama', 'Romance']"
2024,3,Beetlejuice Beetlejuice,2049403,0,105,"Comedy,Fantasy,Horror",6.6,156554.0,movie,"['Comedy', 'Fantasy', 'Horror']"
2024,3,Alien: Romulus,18412256,0,119,"Horror,Sci-Fi,Thriller",7.1,256665.0,movie,"['Horror', 'Sci-Fi', 'Thriller']"
2024,3,Civil War,17279496,0,109,"Action,Thriller",7.0,246178.0,movie,"['Action', 'Thriller']"
2024,3,I Saw the TV Glow,15574270,0,100,"Drama,Mystery",5.8,38975.0,movie,"['Drama', 'Mystery']"
2024,3,Dan Da Dan: First Encounter,33343397,0,83,"Action,Animation,Comedy",8.2,3108.0,movie,"['Action', 'Animation', 'Comedy']"
2024,1,The Substance,17526714,0,141,"Drama,Horror,Sci-Fi",7.2,324922.0,movie,"['Drama', 'Horror', 'Sci-Fi']"
2024,3,Abigail,27489557,0,109,"Action,Comedy,Crime",6.5,101452.0,movie,"['Action', 'Comedy', 'Crime']"
2024,3,We Live in Time,27131358,0,108,"Drama,Romance",7.0,58849.0,movie,"['Drama', 'Romance']"
2024,1,Transformers One,8864596,0,104,"Action,Adventure,Animation",7.6,55659.0,movie,"['Action', 'Adventure', 'Animation']"
2024,2,Megalopolis,10128846,0,138,"Drama,Fantasy,Sci-Fi",4.7,37777.0,movie,"['Drama', 'Fantasy', 'Sci-Fi']"
2024,3,The Deliverance,4196566,0,112,"Drama,Horror,Mystery",5.1,23254.0,movie,"['Drama', 'Horror', 'Mystery']"
2024,3,Terrifier 3,27911000,0,125,Horror,6.3,52520.0,movie,['Horror']
2024,3,Bonhoeffer: Pastor. Spy. Assassin.,26237514,0,133,"Biography,Drama,History",6.2,3978.0,movie,"['Biography', 'Drama', 'History']"
2024,2,Beating Hearts,27490099,0,166,"Crime,Drama,Romance",7.0,6223.0,movie,"['Crime', 'Drama', 'Romance']"
2024,3,Heretic,28015403,0,111,"Horror,Thriller",7.0,170987.0,movie,"['Horror', 'Thriller']"
2024,3,Upgraded,21830902,0,104,"Comedy,Romance",6.1,30551.0,movie,"['Comedy', 'Romance']"
2024,3,Look Back,31711040,0,58,"Animation,Drama",7.8,16533.0,movie,"['Animation', 'Drama']"
2024,3,Anora,28607951,0,139,"Comedy,Drama,Romance",7.5,211424.0,movie,"['Comedy', 'Drama', 'Romance']"
2024,2,Joker: Folie à Deux,11315808,0,138,"Drama,Musical,Thriller",5.2,167624.0,movie,"['Drama', 'Musical', 'Thriller']"
2024,1,Red One,14948432,0,123,"Action,Adventure,Comedy",6.3,143304.0,movie,"['Action', 'Adventure', 'Comedy']"
2024,3,The Seed of the Sacred Fig,32178949,0,167,"Crime,Drama,Thriller",7.6,16144.0,movie,"['Crime', 'Drama', 'Thriller']"
2024,3,Spellbound,7215232,0,109,"Adventure,Animation,Comedy",5.5,8066.0,movie,"['Adventure', 'Animation', 'Comedy']"
2024,3,Let Go,27410895,0,110,Drama,7.0,6797.0,movie,['Drama']
2024,1,Gladiator II,9218128,0,148,"Action,Adventure,Drama",6.5,260606.0,movie,"['Action', 'Adventure', 'Drama']"
2024,3,Wicked,1262426,0,160,"Fantasy,Musical,Romance",7.4,174247.0,movie,"['Fantasy', 'Musical', 'Romance']"
2024,3,Her Story,31807233,0,123,"Comedy,Drama,Romance",7.6,2029.0,movie,"['Comedy', 'Drama', 'Romance']"
2024,1,Queer,24176060,0,137,"Biography,Drama,History",6.4,24386.0,movie,"['Biography', 'Drama', 'History']"
2024,3,Y2K,27218960,0,91,"Comedy,Horror,Sci-Fi",4.8,16743.0,movie,"['Comedy', 'Horror', 'Sci-Fi']"
2024,1,The Apprentice,8368368,0,122,"Biography,Drama,History",7.1,61229.0,movie,"['Biography', 'Drama', 'History']"
2024,3,Carry-On,21382296,0,119,"Action,Crime,Thriller",6.5,174745.0,movie,"['Action', 'Crime', 'Thriller']"
2024,3,Small Things Like These,27196021,0,98,"Drama,History",6.7,28107.0,movie,"['Drama', 'History']"
2024,1,Sonic the Hedgehog 3,18259086,0,110,"Action,Adventure,Comedy",6.9,67393.0,movie,"['Action', 'Adventure', 'Comedy']"
2024,2,Juror #2,27403986,0,114,"Crime,Drama,Mystery",7.0,107530.0,movie,"['Crime', 'Drama', 'Mystery']"
2024,3,Maria,22893404,0,124,"Biography,Drama,Music",6.4,21185.0,movie,"['Biography', 'Drama', 'Music']"
2024,3,Nosferatu,5040012,0,132,"Fantasy,Horror,Mystery",7.2,218061.0,movie,"['Fantasy', 'Horror', 'Mystery']"
2024,3,Memoir of a Snail,23770030,0,95,"Animation,Drama",7.8,19779.0,movie,"['Animation', 'Drama']"
2024,3,Emilia Pérez,20221436,0,132,"Crime,Drama,Musical",5.4,91907.0,movie,"['Crime', 'Drama', 'Musical']"
2024,3,All We Imagine as Light,32086077,0,118,"Drama,Romance",7.1,11320.0,movie,"['Drama', 'Romance']"
2024,0,Conclave,20215234,0,120,"Drama,Thriller",7.4,209711.0,movie,"['Drama', 'Thriller']"
2024,0,Flow,4772188,0,85,"Adventure,Animation,Family",7.9,87673.0,movie,"['Adventure', 'Animation', 'Family']"
2024,3,The Fire Inside,6133444,0,109,"Biography,Drama,Sport",6.7,3138.0,movie,"['Biography', 'Drama', 'Sport']"
2024,0,The Wild Robot,29623480,0,102,"Adventure,Animation,Family",8.2,187596.0,movie,"['Adventure', 'Animation', 'Family']"
2024,3,Babygirl,30057084,0,114,"Drama,Romance,Thriller",5.8,65309.0,movie,"['Drama', 'Romance', 'Thriller']"
2024,3,Lee,5112584,0,117,"Biography,Drama,History",6.9,28849.0,movie,"['Biography', 'Drama', 'History']"
2024,1,A Complete Unknown,11563598,0,141,"Biography,Drama,Music",7.3,96339.0,movie,"['Biography', 'Drama', 'Music']"
2024,3,Nightbitch,12810074,0,99,"Comedy,Horror",5.5,21324.0,movie,"['Comedy', 'Horror']"
2024,0,A Different Man,21097228,0,112,"Comedy,Drama,Thriller",6.9,32578.0,movie,"['Comedy', 'Drama', 'Thriller']"
2024,0,I Am What I Am 2,32439604,0,134,"Action,Animation,Comedy",7.5,428.0,movie,"['Action', 'Animation', 'Comedy']"
2024,3,I'm Still Here,14961016,0,137,"Biography,Drama,History",8.2,115434.0,movie,"['Biography', 'Drama', 'History']"
2024,1,The Order,26625693,0,116,"Crime,Drama,Thriller",6.8,51361.0,movie,"['Crime', 'Drama', 'Thriller']"
2024,3,Longlegs,23468450,0,101,"Crime,Horror,Mystery",6.6,196267.0,movie,"['Crime', 'Horror', 'Mystery']"
2024,2,The Brutalist,8999762,0,216,Drama,7.3,96397.0,movie,['Drama']
2024,2,The Marching Band,30327451,0,103,"Comedy,Drama,Music",7.4,4299.0,movie,"['Comedy', 'Drama', 'Music']"
2024,3,Paddington in Peru,5822536,0,106,"Adventure,Comedy,Family",6.7,27071.0,movie,"['Adventure', 'Comedy', 'Family']"
2024,3,Oddity,26470109,0,98,"Horror,Thriller",6.7,47431.0,movie,"['Horror', 'Thriller']"
2024,3,Sister Midnight,32060445,0,107,"Comedy,Drama",5.8,1427.0,movie,"['Comedy', 'Drama']"
2024,1,The Rule of Jenny Pen,6874690,0,104,"Horror,Mystery,Thriller",6.2,6761.0,movie,"['Horror', 'Mystery', 'Thriller']"
2024,3,My Favourite Cake,31015278,0,97,"Comedy,Drama,Romance",7.4,7983.0,movie,"['Comedy', 'Drama', 'Romance']"
2024,0,Kraven the Hunter,8790086,0,127,"Action,Adventure,Thriller",5.5,66534.0,movie,"['Action', 'Adventure', 'Thriller']"
2024,1,The Penguin Lessons,26677014,0,111,Drama,7.1,4927.0,movie,['Drama']
2024,2,A Real Pain,21823606,0,90,"Comedy,Drama",7.1,107689.0,movie,"['Comedy', 'Drama']"
2025,2,Mickey 17,12299608,0,137,"Adventure,Comedy,Fantasy",6.8,174490.0,movie,"['Adventure', 'Comedy', 'Fantasy']"
2025,1,Ne Zha 2,34956443,0,143,"Action,Adventure,Animation",8.1,11624.0,movie,"['Action', 'Adventure', 'Animation']"
2025,1,Last Breath,14403504,0,93,"Drama,Thriller",6.6,25741.0,movie,"['Drama', 'Thriller']"
2025,3,Dog Man,10954718,0,89,"Action,Adventure,Animation",6.3,11108.0,movie,"['Action', 'Adventure', 'Animation']"
2025,1,Captain America: Brave New World,14513804,0,118,"Action,Adventure,Sci-Fi",5.6,150504.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
2025,3,Wish You Were Here,14893438,0,99,Romance,4.7,591.0,movie,['Romance']
2025,3,The Wedding Banquet,32214413,0,103,"Comedy,Romance",6.4,2718.0,movie,"['Comedy', 'Romance']"
2025,3,My Fault: London,32434379,0,120,"Drama,Romance",6.2,11887.0,movie,"['Drama', 'Romance']"
2025,3,The Killer's Game,0327785,0,104,"Action,Comedy,Thriller",5.8,18630.0,movie,"['Action', 'Comedy', 'Thriller']"
2025,2,A Minecraft Movie,3566834,0,101,"Action,Adventure,Comedy",5.6,123918.0,movie,"['Action', 'Adventure', 'Comedy']"
2025,1,One of Them Days,32221196,0,97,Comedy,6.5,14911.0,movie,['Comedy']
2025,2,Snow White,6208148,0,109,"Adventure,Family,Fantasy",2.1,381862.0,movie,"['Adventure', 'Family', 'Fantasy']"
2025,3,Sinners,31193180,0,137,"Action,Drama,Horror",7.7,220731.0,movie,"['Action', 'Drama', 'Horror']"
2025,2,Wolf Man,4216984,0,103,Horror,5.6,32806.0,movie,['Horror']
2025,3,G20,23476986,0,108,"Action,Thriller",5.1,23221.0,movie,"['Action', 'Thriller']"
2025,3,Thunderbolts*,20969586,0,127,"Action,Adventure,Crime",7.3,152463.0,movie,"['Action', 'Adventure', 'Crime']"
2025,3,Final Destination: Bloodlines,9619824,0,110,"Horror,Thriller",6.8,91671.0,movie,"['Horror', 'Thriller']"
2025,3,Nonnas,28309594,0,111,Comedy,6.9,32671.0,movie,['Comedy']
2025,3,Colorful Stage! The Movie: A Miku Who Can't Sing,33050528,0,105,"Animation,Comedy,Drama",6.4,1124.0,movie,"['Animation', 'Comedy', 'Drama']"
2025,3,Mission: Impossible - The Final Reckoning,9603208,0,169,"Action,Adventure,Thriller",7.4,112280.0,movie,"['Action', 'Adventure', 'Thriller']"
2025,1,Novocaine,29603959,0,110,"Action,Comedy,Crime",6.5,58980.0,movie,"['Action', 'Comedy', 'Crime']"
2025,3,The Phoenician Scheme,30840798,0,101,"Action,Comedy,Crime",6.8,31226.0,movie,"['Action', 'Comedy', 'Crime']"
2025,3,Straw,32550101,0,105,"Drama,Thriller",6.5,24531.0,movie,"['Drama', 'Thriller']"
2025,3,Materialists,30253473,0,116,"Comedy,Romance",6.7,14059.0,movie,"['Comedy', 'Romance']"
2025,3,KPop Demon Hunters,14205554,0,95,"Action,Adventure,Animation",7.8,32881.0,movie,"['Action', 'Adventure', 'Animation']"
